species	code	habitat
Asplundia clementinae	1.6	Forest - Subtropical/Tropical Moist Lowland
Dendrotriton sanctibarbarus	1.9	Forest - Subtropical/Tropical Moist Montane
Haplochromis ptistes	5.5	Wetlands (inland) - Permanent Freshwater Lakes (over 8ha)
Astragalus paroensis	3.4	Shrubland - Temperate
Pseudobithynia falniowskii	5.5	Wetlands (inland) - Permanent Freshwater Lakes (over 8ha)
Adrianichthys roseni	5.5	Wetlands (inland) - Permanent Freshwater Lakes (over 8ha)
Dypsis robusta	1.6	Forest - Subtropical/Tropical Moist Lowland
Pseudobagrus medianalis	15.1	Artificial/Aquatic - Water Storage Areas (over 8ha)
Pseudobagrus medianalis	15.9	Artificial/Aquatic - Canals and Drainage Channels, Ditches
Pseudobagrus medianalis	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Pseudobagrus medianalis	5.4	Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands
Pseudobagrus medianalis	5.9	Wetlands (inland) - Freshwater Springs and Oases
Crithagra concolor	1.6	Forest - Subtropical/Tropical Moist Lowland
Sarcohyla cembra	1.4	Forest - Temperate
Sarcohyla cembra	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Gyps tenuirostris	14.5	Artificial/Terrestrial - Urban Areas
Gyps tenuirostris	1.5	Forest - Subtropical/Tropical Dry
Gyps tenuirostris	2.1	Savanna - Dry
Gyps tenuirostris	3.5	Shrubland - Subtropical/Tropical Dry
Gyps tenuirostris	4.5	Grassland - Subtropical/Tropical Dry
Cyrtodactylus chanhomeae	7.1	Caves and Subterranean Habitats (non-aquatic) - Caves
Vinodolia lacustris	5.5	Wetlands (inland) - Permanent Freshwater Lakes (over 8ha)
Magnolia omeiensis	1.9	Forest - Subtropical/Tropical Moist Montane
Hesperomannia arbuscula	1.6	Forest - Subtropical/Tropical Moist Lowland
Hesperomannia arbuscula	3.5	Shrubland - Subtropical/Tropical Dry
Pycnandra poindimiensis	1.6	Forest - Subtropical/Tropical Moist Lowland
Neoophorus regalis	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Neoophorus regalis	5.7	Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha)
Dypsis ifanadianae	14.6	Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest
Dypsis ifanadianae	1.6	Forest - Subtropical/Tropical Moist Lowland
Jatropha mirandana	1.5	Forest - Subtropical/Tropical Dry
Tantilla insulamontana	1.5	Forest - Subtropical/Tropical Dry
Tantilla insulamontana	3.7	Shrubland - Subtropical/Tropical High Altitude
Bolitoglossa cataguana	1.9	Forest - Subtropical/Tropical Moist Montane
Craterocephalus fluviatilis	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Craterocephalus fluviatilis	5.14	Wetlands (inland) - Permanent Saline, Brackish or Alkaline Lakes
Craterocephalus fluviatilis	5.16	Wetlands (inland) - Permanent Saline, Brackish or Alkaline Marshes/Pools
Craterocephalus fluviatilis	5.2	Wetlands (inland) - Seasonal/Intermittent/Irregular Rivers/Streams/Creeks
Poecilotheria hanumavilasumica	14.3	Artificial/Terrestrial - Plantations
Teucrium abutiloides	1.6	Forest - Subtropical/Tropical Moist Lowland
Cyanea grimesiana	1.5	Forest - Subtropical/Tropical Dry
Cyanea grimesiana	1.6	Forest - Subtropical/Tropical Moist Lowland
Pseudamnicola pallaryi	5.9	Wetlands (inland) - Freshwater Springs and Oases
Sorbus lingshiensis	1.4	Forest - Temperate
Presbytis potenziani	14.3	Artificial/Terrestrial - Plantations
Presbytis potenziani	14.4	Artificial/Terrestrial - Rural Gardens
Presbytis potenziani	14.6	Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest
Presbytis potenziani	1.6	Forest - Subtropical/Tropical Moist Lowland
Octochaetus microchaetus	18	Unknown
Fissidens azoricus	5.2	Wetlands (inland) - Seasonal/Intermittent/Irregular Rivers/Streams/Creeks
Craugastor guerreroensis	1.9	Forest - Subtropical/Tropical Moist Montane
Lepilemur jamesorum	1.6	Forest - Subtropical/Tropical Moist Lowland
Lepilemur jamesorum	1.9	Forest - Subtropical/Tropical Moist Montane
Rosa dolichocarpa	1.4	Forest - Temperate
Tanacetum oxystegium	17	Other
Margaritifera marocana	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Cnidoscolus hamosus	2.1	Savanna - Dry
Cnidoscolus hamosus	6	Rocky areas (eg. inland cliffs, mountain peaks)
Margarya yangtsunghaiensis	5.5	Wetlands (inland) - Permanent Freshwater Lakes (over 8ha)
Diplommatina crassilabris	1.6	Forest - Subtropical/Tropical Moist Lowland
Dracogyra subfuscus	11.6	Marine Deep Benthic - Deep Sea Vents (Rifts/Seeps)
Grevillea fuscolutea	3.8	Shrubland - Mediterranean-type Shrubby Vegetation
Mikania tafallana	1.6	Forest - Subtropical/Tropical Moist Lowland
Scardinius racovitzai	5.9	Wetlands (inland) - Freshwater Springs and Oases
Rhamnus lojaconoi	1.4	Forest - Temperate
Opisthostoma trapezium	1.6	Forest - Subtropical/Tropical Moist Lowland
Vangueria verticillata	2.1	Savanna - Dry
Dalbergia glomerata	1.6	Forest - Subtropical/Tropical Moist Lowland
Dalbergia glomerata	1.9	Forest - Subtropical/Tropical Moist Montane
Platycleis kibris	12.5	Marine Intertidal - Salt Marshes (Emergent Grasses)
Paraboea tarutaoensis	1.6	Forest - Subtropical/Tropical Moist Lowland
Paraboea tarutaoensis	6	Rocky areas (eg. inland cliffs, mountain peaks)
Huso dauricus	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Huso dauricus	5.5	Wetlands (inland) - Permanent Freshwater Lakes (over 8ha)
Huso dauricus	9.10	Marine Neritic - Estuaries
Canavalia pubescens	1.5	Forest - Subtropical/Tropical Dry
Canavalia pubescens	3.5	Shrubland - Subtropical/Tropical Dry
Canavalia pubescens	4.5	Grassland - Subtropical/Tropical Dry
Homalium polystachyum	1.6	Forest - Subtropical/Tropical Moist Lowland
Homalium polystachyum	3.5	Shrubland - Subtropical/Tropical Dry
Porites pukoensis	9.8	Marine Neritic - Coral Reef
Porites pukoensis	9.8.2	Back Slope
Porites pukoensis	9.8.3	Foreslope (Outer Reef Slope)
Porites pukoensis	9.8.5	Inter-Reef Soft Substrate
Porites pukoensis	9.8.6	Inter-Reef Rubble Substrate
Islamia zermanica	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Galaxias gollumoides	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Galaxias gollumoides	5.2	Wetlands (inland) - Seasonal/Intermittent/Irregular Rivers/Streams/Creeks
Galaxias gollumoides	5.4	Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands
Thorius lunaris	1.4	Forest - Temperate
Metalepis haughtii	1.6	Forest - Subtropical/Tropical Moist Lowland
Atlantica calathoides	6	Rocky areas (eg. inland cliffs, mountain peaks)
Bulimulus wolfi	3.5	Shrubland - Subtropical/Tropical Dry
Bulimulus wolfi	4.5	Grassland - Subtropical/Tropical Dry
Canariella ronceroi	3.4	Shrubland - Temperate
Sorbus milensis	1.4	Forest - Temperate
Sorbus milensis	4.4	Grassland - Temperate
Sorbus milensis	6	Rocky areas (eg. inland cliffs, mountain peaks)
Commidendrum spurium	1.6	Forest - Subtropical/Tropical Moist Lowland
Commidendrum spurium	6	Rocky areas (eg. inland cliffs, mountain peaks)
Procambarus ortmannii	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Tarphius relictus	16	Introduced vegetation
Psephellus gracillimus	6	Rocky areas (eg. inland cliffs, mountain peaks)
Gossia ngaensis	3.5	Shrubland - Subtropical/Tropical Dry
Euastacus eungella	1.9	Forest - Subtropical/Tropical Moist Montane
Euastacus eungella	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
