species	code	habitat
Dinklageella scandens	4.6	Grassland - Subtropical/Tropical Seasonally Wet/Flooded
Terminalia crenata	1.5	Forest - Subtropical/Tropical Dry
Terminalia crenata	1.9	Forest - Subtropical/Tropical Moist Montane
Ormosia cuatrecasasii	1.6	Forest - Subtropical/Tropical Moist Lowland
Dendrocolaptes hoffmannsi	1.6	Forest - Subtropical/Tropical Moist Lowland
Shorea thorelii	1.6	Forest - Subtropical/Tropical Moist Lowland
Baudouinia rouxevillei	1.5	Forest - Subtropical/Tropical Dry
Baudouinia rouxevillei	3.5	Shrubland - Subtropical/Tropical Dry
Justicia rodgersii	1.9	Forest - Subtropical/Tropical Moist Montane
Eucalyptus flocktoniae	1.4	Forest - Temperate
Eucalyptus flocktoniae	3.8	Shrubland - Mediterranean-type Shrubby Vegetation
Eucalyptus flocktoniae	4.4	Grassland - Temperate
Ramaria roellinii	4.4	Grassland - Temperate
Ramphastos culminatus	1.6	Forest - Subtropical/Tropical Moist Lowland
Ramphastos culminatus	1.8	Forest - Subtropical/Tropical Swamp
Ramphastos culminatus	1.9	Forest - Subtropical/Tropical Moist Montane
Ramphastos culminatus	2.1	Savanna - Dry
Acropora spicifera	9.8	Marine Neritic - Coral Reef
Acropora spicifera	9.8.2	Back Slope
Acropora spicifera	9.8.3	Foreslope (Outer Reef Slope)
Priodontes maximus	1.4	Forest - Temperate
Priodontes maximus	1.5	Forest - Subtropical/Tropical Dry
Priodontes maximus	1.6	Forest - Subtropical/Tropical Moist Lowland
Priodontes maximus	2.1	Savanna - Dry
Priodontes maximus	2.2	Savanna - Moist
Priodontes maximus	4.6	Grassland - Subtropical/Tropical Seasonally Wet/Flooded
Touit huetii	1.6	Forest - Subtropical/Tropical Moist Lowland
Mogurnda vitta	5.5	Wetlands (inland) - Permanent Freshwater Lakes (over 8ha)
Helicia ferruginea	1.6	Forest - Subtropical/Tropical Moist Lowland
Aloe newtonii	4.4	Grassland - Temperate
Aloe newtonii	4.5	Grassland - Subtropical/Tropical Dry
Aloe newtonii	6	Rocky areas (eg. inland cliffs, mountain peaks)
Pentacalia luteynorum	1.9	Forest - Subtropical/Tropical Moist Montane
Ciliellopsis oglasae	1.4	Forest - Temperate
Ciliellopsis oglasae	3.8	Shrubland - Mediterranean-type Shrubby Vegetation
Noronhia richardii	1.6	Forest - Subtropical/Tropical Moist Lowland
Memecylon fragrans	1.5	Forest - Subtropical/Tropical Dry
Catalaphyllia jardinei	9.8	Marine Neritic - Coral Reef
Catalaphyllia jardinei	9.8.2	Back Slope
Catalaphyllia jardinei	9.8.3	Foreslope (Outer Reef Slope)
Catalaphyllia jardinei	9.8.4	Lagoon
Catalaphyllia jardinei	9.8.5	Inter-Reef Soft Substrate
Catalaphyllia jardinei	9.8.6	Inter-Reef Rubble Substrate
Nyctimystes avocalis	1.6	Forest - Subtropical/Tropical Moist Lowland
Nyctimystes avocalis	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Touit surdus	1.6	Forest - Subtropical/Tropical Moist Lowland
Touit surdus	1.9	Forest - Subtropical/Tropical Moist Montane
Ochna louvelii	1.6	Forest - Subtropical/Tropical Moist Lowland
Calanthe fargesii	1.6	Forest - Subtropical/Tropical Moist Lowland
Calanthe fargesii	1.9	Forest - Subtropical/Tropical Moist Montane
Homalium louvelianum	1.6	Forest - Subtropical/Tropical Moist Lowland
Bithynia cettinensis	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Amentotaxus yunnanensis	1.5	Forest - Subtropical/Tropical Dry
Amentotaxus yunnanensis	1.6	Forest - Subtropical/Tropical Moist Lowland
Amentotaxus yunnanensis	1.9	Forest - Subtropical/Tropical Moist Montane
Grallaricula cucullata	1.9	Forest - Subtropical/Tropical Moist Montane
Corallodiscus cooperi	1.4	Forest - Temperate
Corallodiscus cooperi	6	Rocky areas (eg. inland cliffs, mountain peaks)
Baeospora myriadophylla	1.4	Forest - Temperate
Atlantisia rogersi	3.2	Shrubland - Subantarctic
Atlantisia rogersi	4.3	Grassland - Subantarctic
Centropus chlororhynchos	1.6	Forest - Subtropical/Tropical Moist Lowland
Sclerochiton apiculatus	1.5	Forest - Subtropical/Tropical Dry
Sclerochiton apiculatus	3.5	Shrubland - Subtropical/Tropical Dry
Banksia horrida	3.5	Shrubland - Subtropical/Tropical Dry
Euphorbia famatamboay	1.5	Forest - Subtropical/Tropical Dry
Euphorbia famatamboay	3.5	Shrubland - Subtropical/Tropical Dry
Buceros hydrocorax	1.6	Forest - Subtropical/Tropical Moist Lowland
Buceros hydrocorax	1.9	Forest - Subtropical/Tropical Moist Montane
Sorbus eugenii-kelleri	1.4	Forest - Temperate
Thymus albicans	13.3	Marine Coastal/Supratidal - Coastal Sand Dunes
Thymus albicans	1.4	Forest - Temperate
Criotettix triangularis	5.4	Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands
Criotettix triangularis	5.7	Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha)
Hopea sangal	1.6	Forest - Subtropical/Tropical Moist Lowland
Limnonectes arathooni	1.9	Forest - Subtropical/Tropical Moist Montane
Limnonectes arathooni	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Sceloporus arenicolus	3.4	Shrubland - Temperate
Sceloporus arenicolus	3.5	Shrubland - Subtropical/Tropical Dry
Boophis andreonei	1.6	Forest - Subtropical/Tropical Moist Lowland
Boophis andreonei	1.9	Forest - Subtropical/Tropical Moist Montane
Boophis andreonei	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Jullienia flava	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Cypripedium passerinum	1.4	Forest - Temperate
Cypripedium passerinum	1.6	Forest - Subtropical/Tropical Moist Lowland
Cypripedium passerinum	1.8	Forest - Subtropical/Tropical Swamp
Cypripedium passerinum	3.6	Shrubland - Subtropical/Tropical Moist
Cypripedium passerinum	5.2	Wetlands (inland) - Seasonal/Intermittent/Irregular Rivers/Streams/Creeks
Cypripedium passerinum	5.4	Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands
Cypripedium passerinum	5.8	Wetlands (inland) - Seasonal/Intermittent Freshwater Marshes/Pools (under 8ha)
Cypripedium passerinum	6	Rocky areas (eg. inland cliffs, mountain peaks)
Gastrotheca lojana	1.9	Forest - Subtropical/Tropical Moist Montane
Gastrotheca lojana	3.5	Shrubland - Subtropical/Tropical Dry
Gastrotheca lojana	3.7	Shrubland - Subtropical/Tropical High Altitude
Gastrotheca lojana	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Gastrotheca lojana	5.8	Wetlands (inland) - Seasonal/Intermittent Freshwater Marshes/Pools (under 8ha)
Hephaestus epirrhinos	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Hephaestus epirrhinos	5.2	Wetlands (inland) - Seasonal/Intermittent/Irregular Rivers/Streams/Creeks
Neomariania oecophorella	1.4	Forest - Temperate
Neomariania oecophorella	16	Introduced vegetation
Neomariania oecophorella	3.4	Shrubland - Temperate
Neomariania oecophorella	4.4	Grassland - Temperate
Phanerodiscus perrieri	1.5	Forest - Subtropical/Tropical Dry
Munnozia asplundii	1.9	Forest - Subtropical/Tropical Moist Montane
Munnozia asplundii	4.7	Grassland - Subtropical/Tropical High Altitude
